Timestamp,kWh,iKW_TR,Temp,Load
2026-02-07 03:00:00,453.46,0.876,32.59,52.59
2026-02-07 04:00:00,452.66,0.847,32.27,49.26
2026-02-07 05:00:00,490.59,0.891,32.21,59.07
2026-02-07 06:00:00,508.8,0.953,32.59,65.38
2026-02-07 07:00:00,479.31,0.924,31.84,54.8
2026-02-07 08:00:00,455.72,0.922,30.97,52.63
2026-02-07 09:00:00,532.39,0.889,31.61,70.27
2026-02-07 10:00:00,560.41,0.874,29.48,78.2
2026-02-07 11:00:00,565.93,0.91,28.84,81.7
2026-02-07 12:00:00,561.17,0.903,27.92,78.84
2026-02-07 13:00:00,558.56,0.918,27.18,81.12
2026-02-07 14:00:00,548.79,0.94,26.17,78.56
2026-02-07 15:00:00,547.26,0.893,24.87,78.67
2026-02-07 16:00:00,534.84,0.878,22.36,75.74
2026-02-07 17:00:00,496.2,0.853,23.47,63.99
2026-02-07 18:00:00,459.39,0.898,22.8,58.87
2026-02-07 19:00:00,436.29,0.882,23.55,53.63
2026-02-07 20:00:00,455.51,0.9,25.0,54.08
2026-02-07 21:00:00,443.97,0.838,25.54,55.77
2026-02-07 22:00:00,474.36,0.869,25.95,59.47
2026-02-07 23:00:00,443.18,0.91,27.29,49.77
2026-02-08 00:00:00,460.17,0.895,26.66,58.67
2026-02-08 01:00:00,455.06,0.917,29.34,54.21
2026-02-08 02:00:00,420.38,0.897,30.81,43.54
2026-02-08 03:00:00,459.63,0.904,30.55,53.41
2026-02-08 04:00:00,466.16,0.868,32.26,53.91
2026-02-08 05:00:00,481.23,0.887,32.0,57.19
2026-02-08 06:00:00,487.0,0.903,33.4,57.36
2026-02-08 07:00:00,461.66,0.96,33.34,54.97
2026-02-08 08:00:00,576.84,1.033,31.42,57.95
2026-02-08 09:00:00,530.63,0.909,32.5,70.81
2026-02-08 10:00:00,518.35,0.911,30.08,69.26
2026-02-08 11:00:00,538.03,0.922,31.02,71.03
2026-02-08 12:00:00,536.74,0.904,27.56,75.62
2026-02-08 13:00:00,537.71,0.933,26.89,76.85
2026-02-08 14:00:00,531.97,0.943,25.94,77.73
2026-02-08 15:00:00,535.49,0.975,24.14,73.99
2026-02-08 16:00:00,497.11,0.939,22.55,70.51
2026-02-08 17:00:00,499.1,0.903,22.93,69.97
2026-02-08 18:00:00,475.08,0.869,24.47,64.4
2026-02-08 19:00:00,456.4,0.839,23.36,57.13
2026-02-08 20:00:00,433.97,0.901,23.81,53.76
2026-02-08 21:00:00,454.9,0.91,26.18,52.33
2026-02-08 22:00:00,448.69,0.92,26.19,54.07
2026-02-08 23:00:00,449.46,0.888,27.47,54.41
2026-02-09 00:00:00,478.54,0.887,28.76,58.37
2026-02-09 01:00:00,449.95,0.877,28.35,53.88
2026-02-09 02:00:00,446.62,0.902,30.36,50.18
2026-02-09 03:00:00,461.7,0.82,31.32,51.65
2026-02-09 04:00:00,491.25,0.845,31.75,62.06
2026-02-09 05:00:00,451.35,0.806,31.36,51.27
2026-02-09 06:00:00,447.02,0.868,32.92,49.94
2026-02-09 07:00:00,460.64,0.88,30.85,53.83
2026-02-09 08:00:00,540.92,0.941,31.05,68.26
2026-02-09 09:00:00,499.88,0.904,30.45,67.39
2026-02-09 10:00:00,542.38,0.927,29.88,73.14
2026-02-09 11:00:00,522.2,0.902,29.92,69.48
2026-02-09 12:00:00,526.53,0.894,29.49,72.19
2026-02-09 13:00:00,562.63,0.884,28.39,78.99
2026-02-09 14:00:00,549.77,0.917,26.48,76.35
2026-02-09 15:00:00,535.82,0.908,25.21,77.34
2026-02-09 16:00:00,496.27,0.856,22.0,67.56
2026-02-09 17:00:00,512.74,0.882,24.67,71.21
2026-02-09 18:00:00,504.97,0.862,25.87,66.64
2026-02-09 19:00:00,429.56,0.838,24.06,48.81
2026-02-09 20:00:00,456.7,0.912,24.31,55.98
2026-02-09 21:00:00,454.15,0.885,25.45,53.88
2026-02-09 22:00:00,483.68,0.902,26.41,60.77
2026-02-09 23:00:00,472.74,0.851,26.96,55.9
2026-02-10 00:00:00,469.21,0.868,27.66,58.81
2026-02-10 01:00:00,462.74,0.919,29.49,54.69
2026-02-10 02:00:00,485.38,0.863,29.02,56.26
2026-02-10 03:00:00,493.2,0.877,29.49,63.53
2026-02-10 04:00:00,513.39,0.922,33.12,63.31
2026-02-10 05:00:00,436.45,0.912,31.93,48.21
2026-02-10 06:00:00,483.47,0.929,33.14,56.52
2026-02-10 07:00:00,476.3,0.898,33.75,55.97
2026-02-10 08:00:00,482.45,0.873,33.0,56.92
2026-02-10 09:00:00,499.8,0.909,30.68,63.93
2026-02-10 10:00:00,544.86,0.927,30.54,72.71
2026-02-10 11:00:00,557.08,0.911,28.12,79.61
2026-02-10 12:00:00,558.31,0.911,27.91,80.27
2026-02-10 13:00:00,551.03,0.936,27.78,77.33
2026-02-10 14:00:00,525.13,0.963,25.78,73.94
2026-02-10 15:00:00,480.5,0.838,22.25,67.41
2026-02-10 16:00:00,527.78,0.905,22.08,78.13
2026-02-10 17:00:00,483.05,0.838,22.93,64.77
2026-02-10 18:00:00,476.71,0.88,24.7,57.77
2026-02-10 19:00:00,473.18,0.865,23.83,56.35
2026-02-10 20:00:00,442.07,0.934,24.23,54.66
2026-02-10 21:00:00,452.39,0.888,23.63,54.93
2026-02-10 22:00:00,461.95,0.848,25.88,57.63
2026-02-10 23:00:00,448.24,0.918,24.79,53.06
