Timestamp,kWh,iKW_TR,Temp,Load
2026-02-04 19:00:00,489.54,0.978,24.55,58.2
2026-02-04 20:00:00,470.54,0.895,26.5,54.32
2026-02-04 21:00:00,486.19,1.054,26.45,54.76
2026-02-04 22:00:00,493.41,0.995,28.25,57.63
2026-02-04 23:00:00,487.17,1.005,29.27,57.02
2026-02-05 00:00:00,531.39,1.055,28.21,55.67
2026-02-05 01:00:00,512.5,0.988,31.74,58.06
2026-02-05 02:00:00,499.6,0.98,31.34,58.43
2026-02-05 03:00:00,508.64,1.023,34.17,60.64
2026-02-05 04:00:00,521.22,1.067,34.73,62.69
2026-02-05 05:00:00,505.46,1.008,34.76,56.66
2026-02-05 06:00:00,521.03,0.971,35.7,59.77
2026-02-05 07:00:00,518.07,1.028,35.36,60.9
2026-02-05 08:00:00,510.04,1.015,35.52,57.94
2026-02-05 09:00:00,554.21,0.977,32.46,71.1
2026-02-05 10:00:00,585.41,1.029,33.3,75.18
2026-02-05 11:00:00,590.77,0.947,30.81,81.65
2026-02-05 12:00:00,626.07,1.049,30.09,91.2
2026-02-05 13:00:00,588.0,0.886,28.52,83.02
2026-02-05 14:00:00,605.58,1.013,27.48,86.28
2026-02-05 15:00:00,606.47,1.071,26.92,84.56
2026-02-05 16:00:00,573.52,0.993,25.57,78.71
2026-02-05 17:00:00,548.25,1.019,24.01,73.36
2026-02-05 18:00:00,511.62,1.007,26.93,60.28
2026-02-05 19:00:00,495.13,0.977,25.36,57.59
2026-02-05 20:00:00,493.51,0.928,25.54,58.22
2026-02-05 21:00:00,509.13,0.93,27.44,57.44
2026-02-05 22:00:00,471.71,0.947,27.29,55.27
2026-02-05 23:00:00,518.67,1.019,28.28,60.69
2026-02-06 00:00:00,510.99,1.05,31.66,57.95
2026-02-06 01:00:00,472.33,0.941,31.11,52.66
2026-02-06 02:00:00,511.43,0.968,34.09,55.63
2026-02-06 03:00:00,501.6,0.98,35.63,52.29
2026-02-06 04:00:00,484.9,1.065,33.26,52.21
2026-02-06 05:00:00,514.96,0.977,33.52,60.82
2026-02-06 06:00:00,516.76,1.06,35.01,59.9
2026-02-06 07:00:00,553.33,0.998,35.9,64.55
2026-02-06 08:00:00,522.51,0.991,33.76,59.82
2026-02-06 09:00:00,562.13,1.0,33.11,73.15
2026-02-06 10:00:00,600.2,1.022,31.29,78.45
2026-02-06 11:00:00,616.6,0.985,32.51,82.83
2026-02-06 12:00:00,604.33,1.032,29.32,85.92
2026-02-06 13:00:00,614.91,0.989,27.9,86.3
2026-02-06 14:00:00,602.17,1.029,28.39,83.38
2026-02-06 15:00:00,576.8,0.927,27.16,77.54
2026-02-06 16:00:00,590.56,0.99,25.83,80.48
2026-02-06 17:00:00,506.73,0.976,24.28,61.03
2026-02-06 18:00:00,510.83,0.968,24.75,60.78
2026-02-06 19:00:00,492.31,0.895,24.64,58.42
2026-02-06 20:00:00,474.68,0.991,25.48,53.89
2026-02-06 21:00:00,502.04,0.917,27.54,59.07
2026-02-06 22:00:00,461.17,1.09,27.97,54.25
2026-02-06 23:00:00,519.81,1.068,27.62,63.61
2026-02-07 00:00:00,503.43,1.084,28.73,55.81
2026-02-07 01:00:00,489.95,0.995,31.63,54.78
2026-02-07 02:00:00,494.58,0.904,33.03,56.46
2026-02-07 03:00:00,521.96,1.096,32.95,59.54
2026-02-07 04:00:00,522.6,1.011,33.46,55.36
2026-02-07 05:00:00,489.36,1.088,33.36,53.1
2026-02-07 06:00:00,515.72,1.069,35.72,56.39
2026-02-07 07:00:00,495.0,1.019,35.34,53.35
2026-02-07 08:00:00,528.99,0.965,34.78,63.63
2026-02-07 09:00:00,560.08,0.98,34.08,70.02
2026-02-07 10:00:00,569.87,1.014,32.09,73.49
2026-02-07 11:00:00,607.5,1.042,31.41,82.96
2026-02-07 12:00:00,613.55,1.035,29.54,87.12
2026-02-07 13:00:00,566.66,1.038,28.29,76.58
2026-02-07 14:00:00,615.34,1.112,25.57,90.36
2026-02-07 15:00:00,589.97,1.119,26.4,80.78
2026-02-07 16:00:00,576.51,0.939,26.11,77.43
2026-02-07 17:00:00,535.54,1.027,25.88,65.46
2026-02-07 18:00:00,493.88,1.036,24.07,56.36
2026-02-07 19:00:00,521.58,1.012,26.64,65.27
2026-02-07 20:00:00,498.53,1.022,26.86,58.94
2026-02-07 21:00:00,511.07,0.966,25.79,62.83
2026-02-07 22:00:00,499.37,1.003,26.92,60.57
2026-02-07 23:00:00,550.32,1.105,29.42,53.4
2026-02-08 00:00:00,492.8,0.964,29.94,57.51
2026-02-08 01:00:00,495.78,0.977,30.87,58.25
2026-02-08 02:00:00,518.38,1.025,32.0,58.0
2026-02-08 03:00:00,512.97,0.988,33.34,57.5
2026-02-08 04:00:00,525.44,1.011,35.46,60.89
2026-02-08 05:00:00,508.01,0.992,34.44,54.47
2026-02-08 06:00:00,507.55,0.98,34.91,53.92
2026-02-08 07:00:00,524.73,0.952,35.74,56.04
2026-02-08 08:00:00,549.53,0.958,35.64,65.82
2026-02-08 09:00:00,559.52,1.03,33.3,68.39
2026-02-08 10:00:00,580.63,1.009,31.98,75.39
2026-02-08 11:00:00,613.33,0.98,31.59,84.0
2026-02-08 12:00:00,630.61,1.014,30.59,85.59
2026-02-08 13:00:00,605.22,1.052,27.91,81.94
2026-02-08 14:00:00,557.16,1.046,29.79,72.02
2026-02-08 15:00:00,571.5,0.936,25.94,75.52
2026-02-08 16:00:00,579.67,1.048,26.51,75.99
2026-02-08 17:00:00,556.51,0.919,24.53,73.0
2026-02-08 18:00:00,511.16,0.966,25.84,60.9
2026-02-08 19:00:00,529.18,1.04,26.97,59.83
2026-02-08 20:00:00,484.57,0.935,25.31,56.18
2026-02-08 21:00:00,499.98,1.039,24.93,59.69
2026-02-08 22:00:00,496.43,0.995,28.03,52.8
2026-02-08 23:00:00,504.36,1.091,28.78,57.01
2026-02-09 00:00:00,502.12,1.076,28.55,57.1
2026-02-09 01:00:00,513.55,1.027,32.86,59.66
2026-02-09 02:00:00,506.08,0.987,32.1,55.05
2026-02-09 03:00:00,523.75,1.07,32.47,58.69
2026-02-09 04:00:00,514.36,1.022,35.99,53.18
2026-02-09 05:00:00,526.28,1.045,35.07,56.23
2026-02-09 06:00:00,487.1,1.021,35.48,48.32
2026-02-09 07:00:00,506.74,1.02,35.29,55.21
2026-02-09 08:00:00,525.23,0.96,36.26,60.26
2026-02-09 09:00:00,593.29,1.075,33.72,72.8
2026-02-09 10:00:00,573.63,0.995,31.53,73.41
2026-02-09 11:00:00,616.72,1.106,28.88,81.83
2026-02-09 12:00:00,624.6,1.012,29.53,84.24
2026-02-09 13:00:00,610.95,1.044,30.15,82.51
2026-02-09 14:00:00,623.21,1.11,26.91,83.93
2026-02-09 15:00:00,630.12,1.06,25.94,89.08
2026-02-09 16:00:00,584.78,0.978,27.01,74.69
2026-02-09 17:00:00,534.08,1.054,25.68,66.11
2026-02-09 18:00:00,515.21,0.994,24.53,62.28
2026-02-09 19:00:00,506.11,1.03,25.49,59.07
2026-02-09 20:00:00,528.47,0.974,25.72,59.92
2026-02-09 21:00:00,507.03,1.008,26.91,57.39
2026-02-09 22:00:00,506.16,1.073,27.6,57.64
2026-02-09 23:00:00,495.36,0.997,28.96,57.42
2026-02-10 00:00:00,464.45,1.096,28.93,48.08
2026-02-10 01:00:00,516.31,1.073,32.03,60.08
2026-02-10 02:00:00,505.86,1.037,32.99,58.56
2026-02-10 03:00:00,523.34,1.015,34.11,59.72
2026-02-10 04:00:00,557.57,0.987,34.92,61.85
2026-02-10 05:00:00,546.15,1.047,34.81,60.73
2026-02-10 06:00:00,551.44,1.017,34.75,62.32
2026-02-10 07:00:00,515.38,1.021,32.0,58.06
2026-02-10 08:00:00,538.71,1.075,34.47,62.62
2026-02-10 09:00:00,565.76,1.003,30.87,73.32
2026-02-10 10:00:00,579.06,1.052,32.84,70.23
2026-02-10 11:00:00,629.26,0.944,31.95,85.33
2026-02-10 12:00:00,612.54,1.101,30.62,81.78
2026-02-10 13:00:00,630.81,0.975,28.54,85.55
2026-02-10 14:00:00,594.13,1.026,28.28,80.39
2026-02-10 15:00:00,611.59,1.046,27.7,80.61
2026-02-10 16:00:00,580.56,1.043,25.45,79.67
2026-02-10 17:00:00,528.05,1.027,25.08,67.01
2026-02-10 18:00:00,520.91,1.022,26.15,59.43
2026-02-10 19:00:00,504.7,1.094,25.35,57.28
2026-02-10 20:00:00,496.21,1.057,27.81,54.08
2026-02-10 21:00:00,513.89,1.036,26.25,63.6
2026-02-10 22:00:00,513.44,0.901,27.83,57.0
2026-02-10 23:00:00,520.97,0.969,27.93,57.55
